KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
17142061,FAR ROCKAWAY,11691,6/10/17,6/14/17,0,0.165
17141950,BROOKLYN,11234,6/10/17,6/13/17,8,0.014
17142021,STATEN ISLAND,10309,6/10/17,6/13/17,0,0.162
17142292,FOREST HILLS,11375,6/10/17,6/13/17,4,0.168
17142175,BROOKLYN,11221,6/10/17,6/15/17,0,0.194
17142102,BROOKLYN,11229,6/10/17,6/13/17,4,0.419
17141832,FLUSHING,11358,6/10/17,6/13/17,2,0.15
17142281,BRONX,10471,6/10/17,6/15/17,65,0.734
17142229,STATEN ISLAND,10306,6/10/17,6/14/17,0,0.106
17141772,STATEN ISLAND,10303,6/10/17,6/13/17,0,0.127
17141936,BROOKLYN,11228,6/10/17,6/13/17,30,0.048
17142333,BROOKLYN,11236,6/11/17,6/16/17,1,0.144
17142010,BROOKLYN,11214,6/11/17,6/14/17,2,0.152
17142080,STATEN ISLAND,10309,6/11/17,6/14/17,0,0.101
17142121,BROOKLYN,11220,6/11/17,6/13/17,3,0.089
17142145,BROOKLYN,11223,6/11/17,6/13/17,9,0.066
17141795,ASTORIA,11102,6/11/17,6/13/17,9,0.111
17141864,STATEN ISLAND,10312,6/11/17,6/14/17,2,0.141
17141916,STATEN ISLAND,10312,6/11/17,6/15/17,39,0.127
17142223,STATEN ISLAND,10309,6/11/17,6/15/17,0,0.131
17141913,RIDGEWOOD,11385,6/11/17,6/13/17,7,0.132
17141948,RIDGEWOOD,11385,6/11/17,6/13/17,3,0.132
17142109,OZONE PARK,11417,6/11/17,6/15/17,2,0.159
17141938,BROOKLYN,11224,6/11/17,6/13/17,8,0.161
17142017,STATEN ISLAND,10309,6/11/17,6/15/17,2,0.172
17141992,BAYSIDE,11361,6/11/17,6/13/17,5,0.305
17142242,STATEN ISLAND,10312,6/11/17,6/14/17,0,0.04
17142201,REGO PARK,11374,6/11/17,6/13/17,8,0.146
17142198,BROOKLYN,11217,6/11/17,6/15/17,4,0.041
17142254,FAR ROCKAWAY,11691,6/11/17,6/13/17,1,0.214
17142033,STATEN ISLAND,10309,6/11/17,6/13/17,0,0.111
17141840,FLUSHING,11358,6/11/17,6/13/17,37,0.205
17142173,BROOKLYN,11217,6/11/17,6/14/17,1,0.121
17141965,STATEN ISLAND,10308,6/12/17,6/13/17,0,0.084
17142268,STATEN ISLAND,10312,6/12/17,6/14/17,1,0.099
17141784,OZONE PARK,11417,6/12/17,6/14/17,2,0.088
17142064,STATEN ISLAND,10309,6/12/17,6/14/17,0,0.145
17141849,BROOKLYN,11234,6/12/17,6/14/17,8,0.138
17141868,STATEN ISLAND,10306,6/12/17,6/15/17,0,0.109
17141793,BRONX,10470,6/12/17,6/14/17,7,0.149
17141895,STATEN ISLAND,10309,6/12/17,6/15/17,2,0.093
17142140,BROOKLYN,11226,6/12/17,6/19/17,6,0.188
17142245,STATEN ISLAND,10303,6/12/17,6/14/17,2,0.06
17141927,STATEN ISLAND,10309,6/12/17,6/13/17,3,0.264
17141996,BROOKLYN,11225,6/12/17,6/16/17,114,0.215
17142230,BAYSIDE,11361,6/12/17,6/14/17,6,0.171
17141790,STATEN ISLAND,10301,6/12/17,6/14/17,7,0.196
17141863,STATEN ISLAND,10312,6/12/17,6/14/17,0,0.046
17142007,BROOKLYN,11228,6/12/17,6/16/17,7,0.162
17142278,STATEN ISLAND,10308,6/12/17,6/14/17,0,0.166
17142095,FAR ROCKAWAY,11694,6/12/17,6/16/17,2,0.156
17142099,RICHMOND HILL,11418,6/12/17,6/15/17,1,0.306
17141768,JAMAICA,11433,6/12/17,6/14/17,0,0.168
17141882,STATEN ISLAND,10312,6/12/17,6/15/17,0,0.152
17142036,STATEN ISLAND,10309,6/12/17,6/14/17,0,0.13
17141974,BROOKLYN,11234,6/12/17,6/19/17,9,0.167
17142170,BROOKLYN,11228,6/12/17,6/15/17,0,0.191
17142055,STATEN ISLAND,10312,6/13/17,6/15/17,1,0.131
17142234,BROOKLYN,11224,6/13/17,6/14/17,2,0.066
17141955,RIDGEWOOD,11385,6/13/17,6/19/17,14,0.158
17142244,STATEN ISLAND,10314,6/13/17,6/14/17,5,0.156
17142124,SUNNYSIDE,11104,6/13/17,6/19/17,7,0.141
17141800,RICHMOND HILL,11418,6/13/17,6/14/17,2,0.011
17141798,BRONX,10461,6/13/17,6/15/17,3,0.108
17141968,BROOKLYN,11215,6/13/17,6/15/17,3,0.192
17141765,CAMBRIA HEIGHTS,11411,6/13/17,6/19/17,2,0.107
17141805,WOODSIDE,11377,6/13/17,6/15/17,8,0.185
17142013,STATEN ISLAND,10309,6/13/17,6/15/17,0,0.066
17142045,STATEN ISLAND,10306,6/13/17,6/15/17,0,0.141
17141871,STATEN ISLAND,10306,6/13/17,6/15/17,3,0.184
17142011,BROOKLYN,11228,6/13/17,6/16/17,4,0.025
17141828,FLUSHING,11354,6/13/17,6/15/17,3,0.17
17141904,STATEN ISLAND,10309,6/14/17,6/19/17,0,0.134
17142076,STATEN ISLAND,10308,6/14/17,6/19/17,0,0.114
17142088,STATEN ISLAND,10312,6/14/17,6/16/17,0,0.053
17142335,BRONX,10462,6/14/17,6/19/17,0,0.066
17142276,STATEN ISLAND,10308,6/14/17,6/19/17,0,0.17
17142162,BROOKLYN,11210,6/14/17,6/19/17,3,0.098
17141988,BROOKLYN,11225,6/14/17,6/15/17,11,0.096
17142274,BROOKLYN,11224,6/14/17,6/16/17,0,0.042
17142059,STATEN ISLAND,10312,6/14/17,6/16/17,1,0.147
17141769,KEW GARDENS,11415,6/14/17,6/16/17,0,0.039
17142324,BROOKLYN,11223,6/14/17,6/15/17,5,0.179
17142077,STATEN ISLAND,10308,6/14/17,6/19/17,2,0.086
17141838,RIDGEWOOD,11385,6/14/17,6/19/17,9,0.141
17142012,STATEN ISLAND,10312,6/14/17,6/15/17,0,0.151
17141785,STATEN ISLAND,10307,6/15/17,6/19/17,0,0.164
17141810,BRONX,10464,6/15/17,6/19/17,6,0.145
17141930,STATEN ISLAND,10310,6/15/17,6/19/17,1,0.169
17142147,BRONX,10461,6/15/17,6/19/17,6,0.12
17142272,STATEN ISLAND,10314,6/15/17,6/16/17,2,0.089
17141759,STATEN ISLAND,10306,6/15/17,6/19/17,0,0.093
17141809,BROOKLYN,11234,6/15/17,6/19/17,2,0.004
17142248,STATEN ISLAND,10314,6/15/17,6/19/17,0,0.092
17142250,STATEN ISLAND,10314,6/16/17,6/19/17,0,0.156
17142283,STATEN ISLAND,10312,6/16/17,6/19/17,0,0.107
17141869,STATEN ISLAND,10308,6/16/17,6/19/17,0,0.09
17142115,ASTORIA,11103,6/16/17,6/19/17,3,0.115
17142105,BROOKLYN,11217,6/16/17,6/19/17,4,0.22
17142120,FOREST HILLS,11375,6/16/17,6/22/17,0,0.097
17142336,BROOKLYN,11234,6/16/17,6/19/17,3,0.126
17142151,BROOKLYN,11207,6/16/17,6/19/17,6,0.138
17141947,OZONE PARK,11417,6/16/17,6/21/17,3,0.129
17142265,STATEN ISLAND,10306,6/17/17,6/21/17,0,0.076
17142309,BROOKLYN,11209,6/17/17,6/22/17,0,0.239
17141830,FLUSHING,11358,6/17/17,6/19/17,4,0.083
17142028,STATEN ISLAND,10308,6/17/17,6/22/17,0,0.122
17141860,STATEN ISLAND,10308,6/17/17,6/22/17,15,0.246
17141908,BROOKLYN,11218,6/17/17,6/21/17,9,0.115
17142240,STATEN ISLAND,10306,6/17/17,6/22/17,2,0.195
17142034,STATEN ISLAND,10301,6/17/17,6/21/17,0,0.181
17141922,NEW YORK,10075,6/17/17,6/22/17,9,0.032
17141918,ASTORIA,11105,6/17/17,6/19/17,11,0.155
17141891,STATEN ISLAND,10309,6/17/17,6/20/17,0,0.111
17142155,JACKSON HEIGHTS,11372,6/18/17,6/20/17,4,0.101
17141808,FLORAL PARK,11001,6/18/17,6/20/17,2,0.161
17142295,BROOKLYN,11217,6/18/17,6/22/17,1,0.178
17142286,BROOKLYN,11225,6/18/17,6/22/17,1,0.213
17142186,MIDDLE VILLAGE,11379,6/18/17,6/22/17,4,0.167
17142312,BROOKLYN,11212,6/18/17,6/26/17,0,0.048
17141789,BROOKLYN,11213,6/18/17,6/20/17,3,0.102
17142071,STATEN ISLAND,10314,6/18/17,6/21/17,0,0.071
17142213,BROOKLYN,11212,6/19/17,6/22/17,0,0.148
17142297,FLUSHING,11358,6/19/17,6/20/17,2,0.18
17142235,BROOKLYN,11224,6/19/17,6/22/17,0,0.084
17142300,BROOKLYN,11214,6/19/17,6/22/17,1,0.117
17142154,RIDGEWOOD,11385,6/19/17,6/22/17,2,0.165
17141980,FLUSHING,11358,6/19/17,6/22/17,4,0.114
17142094,BROOKLYN,11213,6/19/17,6/21/17,2,0.07
17141977,BROOKLYN,11213,6/19/17,6/26/17,0,0.173
17141933,BROOKLYN,11215,6/19/17,6/23/17,6,0.178
17141803,FLUSHING,11354,6/19/17,6/21/17,13,0.125
17142325,BRONX,10471,6/19/17,6/21/17,2,0.077
17142106,BROOKLYN,11226,6/19/17,6/20/17,4,0.197
17142026,BROOKLYN,11212,6/19/17,6/23/17,1,0.093
17142216,STATEN ISLAND,10314,6/19/17,6/26/17,0,0.04
17141999,LONG ISLAND CITY,11101,6/20/17,6/23/17,7,0.052
17142191,JAMAICA,11432,6/20/17,6/21/17,3,0.206
17142193,BROOKLYN,11204,6/20/17,6/26/17,12,0.06
17141971,BRONX,10463,6/20/17,6/23/17,20,0.114
17142097,STATEN ISLAND,10314,6/20/17,6/22/17,1,0.047
17141866,STATEN ISLAND,10309,6/20/17,6/22/17,0,0.129
17142207,SOUTH OZONE PARK,11420,6/20/17,6/22/17,1,0.106
17142302,FLUSHING,11358,6/20/17,6/21/17,35,0.12
17142069,STATEN ISLAND,10306,6/20/17,6/22/17,0,0.176
17142057,STATEN ISLAND,10309,6/20/17,6/23/17,0,0.122
17142135,BROOKLYN,11231,6/20/17,6/22/17,4,0.158
17142224,FAR ROCKAWAY,11691,6/20/17,6/23/17,0,0.128
17141794,BROOKLYN,11234,6/20/17,6/26/17,7,0.142
17142116,SAINT ALBANS,11412,6/20/17,6/26/17,2,0.079
17141771,JAMAICA,11433,6/21/17,6/22/17,0,0.175
17141978,BROOKLYN,11208,6/21/17,6/23/17,0,0.044
17142256,STATEN ISLAND,10309,6/21/17,6/26/17,9,0.172
17142139,BROOKLYN,11215,6/21/17,6/22/17,4,0.178
17142326,BROOKLYN,11228,6/21/17,6/26/17,6,0.219
17141851,EAST ELMHURST,11369,6/21/17,6/26/17,5,0.079
17142282,STATEN ISLAND,10304,6/22/17,6/26/17,0,0.135
17142083,STATEN ISLAND,10314,6/22/17,6/29/17,2,0.115
17142016,STATEN ISLAND,10308,6/23/17,6/26/17,0,0.127
17141932,RICHMOND HILL,11418,6/23/17,6/27/17,0,0.242
17142210,STATEN ISLAND,10309,6/23/17,6/26/17,2,0.119
17142130,COLLEGE POINT,11356,6/23/17,6/27/17,4,0.114
17142179,BROOKLYN,11214,6/23/17,6/27/17,1,0.06
17142104,WOODSIDE,11377,6/24/17,6/26/17,7,0.186
17141837,JAMAICA,11432,6/24/17,6/26/17,0,0.043
17142156,STATEN ISLAND,10301,6/24/17,6/27/17,44,0.126
17142218,STATEN ISLAND,10314,6/25/17,6/27/17,0,0.103
17141853,BROOKLYN,11212,6/25/17,6/30/17,1,0.074
17142322,BROOKLYN,11228,6/25/17,6/30/17,3,0.129
17141951,FLUSHING,11358,6/25/17,6/28/17,4,0.135
17142311,REGO PARK,11374,6/26/17,6/28/17,7,0.06
17141887,STATEN ISLAND,10304,6/27/17,6/30/17,2,0.132
17141831,FLUSHING,11354,6/27/17,6/28/17,3,0.087
17141847,RIDGEWOOD,11385,6/27/17,6/30/17,7,0.053
17142056,STATEN ISLAND,10312,6/27/17,6/30/17,55,0.103
17142129,OZONE PARK,11417,6/27/17,6/28/17,23,0.09
17141946,ASTORIA,11105,6/27/17,6/30/17,24,0.961
17141796,BROOKLYN,11234,6/28/17,6/30/17,0,0.176
17142199,BROOKLYN,11216,6/28/17,7/5/17,48,0.112
17142262,STATEN ISLAND,10306,6/28/17,7/5/17,3,0.1
17141907,BRONX,10465,6/29/17,7/5/17,3,0.154
17141944,BRONX,10471,6/29/17,6/30/17,6,0.173
17141897,STATEN ISLAND,10306,6/29/17,7/5/17,2,0.132
17142091,BROOKLYN,11206,6/29/17,7/5/17,11,0.224
17142249,STATEN ISLAND,10308,6/30/17,7/6/17,0,0.122
17142150,BROOKLYN,11217,6/30/17,7/5/17,3,0.182
17142184,KEW GARDENS,11415,6/30/17,7/5/17,3,0.229
17141984,WOODHAVEN,11421,6/30/17,7/5/17,7,0.169
17142231,OAKLAND GARDENS,11364,6/30/17,7/5/17,0,0.23
17142275,STATEN ISLAND,10309,6/30/17,7/5/17,7,0.049
17142039,STATEN ISLAND,10309,7/1/17,7/5/17,1,0.114
17142053,STATEN ISLAND,10309,7/1/17,7/5/17,0,0.099
17141875,STATEN ISLAND,10306,7/1/17,7/5/17,0,0.121
17141954,FOREST HILLS,11375,7/1/17,7/5/17,11,0.093
17142166,REGO PARK,11374,7/2/17,7/7/17,5,0.03
17141848,FOREST HILLS,11375,7/2/17,7/5/17,5,0.158
17142131,FLUSHING,11358,7/2/17,7/5/17,36,0.946
17142163,BROOKLYN,11211,7/3/17,7/7/17,2,0.248
17141957,FLUSHING,11358,7/3/17,7/7/17,6,0.138
17142305,BROOKLYN,11219,7/3/17,7/6/17,2,0.083
17142189,MIDDLE VILLAGE,11379,7/4/17,7/6/17,11,0.141
17142074,STATEN ISLAND,10305,7/4/17,7/7/17,0,0.138
17142190,BAYSIDE,11361,7/4/17,7/10/17,8,0.129
17141910,BAYSIDE,11360,7/4/17,7/6/17,0,0.125
17141833,FLUSHING,11354,7/4/17,7/11/17,3,0.176
17142047,STATEN ISLAND,10306,7/4/17,7/10/17,0,0.184
17142296,BROOKLYN,11238,7/4/17,7/7/17,2,0.266
17141961,BROOKLYN,11229,7/5/17,7/7/17,9,0.103
17142260,BROOKLYN,11234,7/5/17,7/6/17,0,0.195
17141881,STATEN ISLAND,10312,7/5/17,7/12/17,1,0.038
17142024,BROOKLYN,11212,7/7/17,7/10/17,0,0.061
17142317,MASPETH,11378,7/7/17,7/11/17,1,0.468
17142328,BROOKLYN,11218,7/9/17,7/13/17,12,0.059
17142217,STATEN ISLAND,10309,7/9/17,7/14/17,0,0.164
17142202,STATEN ISLAND,10301,7/10/17,7/13/17,4,0.104
17141816,FLUSHING,11358,7/10/17,7/11/17,9,0.094
17141937,WOODHAVEN,11421,7/10/17,7/12/17,0,0.088
17142239,STATEN ISLAND,10314,7/11/17,7/13/17,0,0.11
17142291,BROOKLYN,11229,7/11/17,7/14/17,7,0.109
17141966,BROOKLYN,11217,7/11/17,7/12/17,0,0.131
17142185,BROOKLYN,11205,7/11/17,7/12/17,6,0.133
17142299,BRONX,10469,7/12/17,7/14/17,5,0.099
17142279,BRONX,10463,7/12/17,7/20/17,1,0.112
17142288,BROOKLYN,11218,7/13/17,7/17/17,7,0.038
17141883,STATEN ISLAND,10314,7/14/17,7/19/17,2,0.182
17142003,STATEN ISLAND,10306,7/14/17,7/19/17,190,0.138
17141894,STATEN ISLAND,10309,7/14/17,7/19/17,7,0.175
17142251,STATEN ISLAND,10308,7/15/17,7/19/17,0,0.056
17142112,ASTORIA,11103,7/15/17,7/19/17,13,0.173
17141985,FLUSHING,11358,7/15/17,7/19/17,4,0.227
17142215,BROOKLYN,11212,7/15/17,7/21/17,0,0.11
17141915,STATEN ISLAND,10309,7/16/17,7/19/17,32,0.088
17141962,STATEN ISLAND,10305,7/17/17,7/24/17,4,0.028
17142127,BAYSIDE,11361,7/17/17,7/25/17,1,0.178
17142032,STATEN ISLAND,10305,7/18/17,7/20/17,0,0.111
17142041,STATEN ISLAND,10306,7/18/17,7/21/17,0,0.137
17142289,BROOKLYN,11216,7/19/17,7/20/17,3,0.268
17141960,STATEN ISLAND,10304,7/20/17,7/31/17,34,0.183
17141900,STATEN ISLAND,10305,7/21/17,7/26/17,0,0.156
17142132,BAYSIDE,11361,7/21/17,7/25/17,2,0.28
17141909,STATEN ISLAND,10305,7/21/17,7/25/17,0,0.097
17142082,STATEN ISLAND,10304,7/22/17,7/25/17,1,0.107
17142067,STATEN ISLAND,10306,7/23/17,7/26/17,0,0.133
17141914,STATEN ISLAND,10303,7/24/17,7/26/17,1,0.171
17142180,BROOKLYN,11231,7/25/17,7/31/17,6,0.239
17141959,WOODSIDE,11377,7/25/17,8/1/17,5,0.145
17142015,STATEN ISLAND,10306,7/28/17,8/2/17,6,0.289
17142183,BROOKLYN,11218,7/29/17,8/2/17,7,0.113
17141819,BAYSIDE,11361,7/29/17,8/2/17,4,0.099
17142316,FLUSHING,11358,7/30/17,8/1/17,4,0.181
17141991,BROOKLYN,11204,7/30/17,8/2/17,6,0.246
17142052,STATEN ISLAND,10312,7/30/17,8/3/17,0,0.035
17142008,ASTORIA,11106,7/31/17,8/3/17,4,0.114
17141998,BROOKLYN,11210,7/31/17,8/3/17,9,0.212
17142177,BROOKLYN,11230,8/2/17,8/3/17,12,0.084
17141994,BROOKLYN,11226,8/6/17,8/11/17,8,0.131
17142005,BROOKLYN,11221,8/7/17,8/16/17,7,0.147
17141958,WOODSIDE,11377,8/9/17,8/15/17,4,0.083
17142158,BROOKLYN,11229,8/9/17,8/11/17,4,0.158
17142227,MASPETH,11378,8/9/17,8/11/17,2,0.154
17142264,STATEN ISLAND,10314,8/11/17,8/15/17,0,0.172
17141872,STATEN ISLAND,10312,8/13/17,8/16/17,0,0.098
17142168,OAKLAND GARDENS,11364,8/13/17,8/16/17,3,0.128
17142113,QUEENS VILLAGE,11427,8/14/17,8/16/17,117,0.357
17141929,STATEN ISLAND,10308,8/15/17,8/18/17,1,0.125
17142035,RIDGEWOOD,11385,8/15/17,8/23/17,10,0.025
17142043,Staten Island,10309,8/16/17,8/18/17,0,0.091
17142138,BROOKLYN,11213,8/18/17,8/28/17,5,0.125
17142025,BROOKLYN,11212,8/20/17,8/23/17,0,0.142
17141921,BROOKLYN,11223,8/20/17,8/25/17,7,0.031
17142204,BROOKLYN,11208,8/21/17,8/30/17,11,0.188
17142232,STATEN ISLAND,10308,8/22/17,8/25/17,2,0.095
17142001,FOREST HILLS,11375,8/23/17,8/25/17,12,0.172
17142062,SPRINGFIELD GARDENS,11413,8/24/17,8/25/17,0,0.115
17141972,BRONX,10463,8/25/17,8/30/17,2,0.12
17142006,BROOKLYN,11214,8/25/17,8/28/17,9,0.135
17142073,STATEN ISLAND,10306,8/26/17,8/28/17,7,0.107
17141817,BAYSIDE,11361,8/26/17,8/28/17,3,0.165
17142167,CORONA,11368,8/28/17,9/1/17,3,0.038
17142258,BROOKLYN,11236,8/28/17,8/29/17,5,0.149
17142090,BROOKLYN,11230,8/29/17,9/5/17,6,0.049
17142136,BRONX,10460,8/30/17,9/5/17,5,0.13
17142318,MIDDLE VILLAGE,11379,9/1/17,9/5/17,4,0.197
17141973,JACKSON HEIGHTS,11372,9/2/17,9/8/17,13,0.08
17142246,STATEN ISLAND,10309,9/6/17,9/12/17,0,0.085
17141989,BROOKLYN,11209,9/7/17,9/12/17,7,0.123
17142203,BROOKLYN,11210,9/13/17,9/14/17,4,0.095
17142313,STATEN ISLAND,10314,9/17/17,9/22/17,2,0.174
17142171,BROOKLYN,11225,9/18/17,9/22/17,12,0.11
17142117,BROOKLYN,11234,9/18/17,9/27/17,5,0.167
17142084,STATEN ISLAND,10305,9/20/17,9/27/17,3,0.239
17142054,STATEN ISLAND,10312,9/21/17,9/27/17,0,0.043
17144533,FOREST HILLS,11375,9/22/17,9/27/17,4,0.04
17142148,BROOKLYN,11228,9/23/17,9/27/17,0,0.142
17141874,STATEN ISLAND,10308,9/23/17,9/27/17,1,0.114
17142119,JAMAICA,11434,9/24/17,9/29/17,0,0.254
17142178,WHITESTONE,11357,9/24/17,9/27/17,16,0.197
17142085,STATEN ISLAND,10310,9/25/17,9/29/17,2,0.089
17142285,Staten Island,10306,9/25/17,10/5/17,0,0.108
17141926,STATEN ISLAND,10308,9/25/17,9/29/17,0,0.1
17142192,JAMAICA,11434,9/26/17,10/3/17,0,0.129
17141799,BROOKLYN,11201,9/27/17,9/29/17,2,0.124
17141919,BROOKLYN,11212,9/28/17,10/3/17,0,0.062
17142197,RIDGEWOOD,11385,9/30/17,10/5/17,1,0.055
17142211,STATEN ISLAND,10314,9/30/17,10/5/17,17,0.225
18149570,Staten Island,10308,9/29/18,10/4/18,0,0.034
18149722,Queens,11362,9/29/18,10/4/18,5,0.118
18149649,Staten Island,10314,9/29/18,10/4/18,0,0.145
18149719,Staten Island,10314,9/30/18,10/4/18,3,0.085
18149851,Queens,11375,9/22/18,10/1/18,18,0.082
18149471,Staten Island,10314,9/22/18,10/1/18,0,0.105
18149848,Queens,11374,9/27/18,10/1/18,10,0.1
18149812,Staten Island,10310,9/26/18,9/28/18,2,0.091
18149445,Brooklyn,11213,9/21/18,9/25/18,0,0.165
18149524,Staten Island,10314,9/23/18,9/25/18,0,0.191
18149770,Queens,11364,9/20/18,9/21/18,3,0.137
18149839,Staten Island,10305,9/19/18,9/21/18,1,0.164
18149500,Queens,11385,9/18/18,9/21/18,1,0.097
18149644,Brooklyn,11223,9/13/18,9/18/18,2,0.015
18149769,Queens,11103,9/14/18,9/18/18,3,0.111
18149516,Brooklyn,11236,9/14/18,9/18/18,5,0.146
18149464,Queens,11372,9/11/18,9/17/18,6,0.168
18149382,Queens,11361,9/10/18,9/17/18,13,0.131
18149813,Brooklyn,11221,9/10/18,9/13/18,7,0.156
17141893,Staten Island,10314,9/8/18,9/13/18,5,0.097
18149808,Staten Island,10308,9/10/18,9/12/18,0,0.117
18149678,Brooklyn,11211,9/6/18,9/12/18,7,0.085
18149831,Brooklyn,11207,9/4/18,9/12/18,5,0.121
18149685,Staten Island,10309,9/6/18,9/7/18,1,0.105
18149761,Queens,11357,9/2/18,9/7/18,6,0.136
18149456,Staten Island,10312,8/31/18,9/5/18,0,0.078
18149430,Staten Island,10314,8/30/18,9/5/18,0,0.13
18149595,Brooklyn,11220,8/31/18,9/5/18,1,0.141
18149563,Brooklyn,11231,8/27/18,9/5/18,6,0.161
18149555,Queens,11101,8/25/18,8/29/18,15,0.12
18149641,Queens,11358,8/19/18,8/29/18,9,0.141
18149634,Staten Island,10309,8/26/18,8/29/18,0,0.086
18149391,Queens,11361,8/28/18,8/29/18,2,0.167
18149886,Staten Island,10308,8/22/18,8/23/18,0,0.093
18149735,Staten Island,10308,8/22/18,8/23/18,1,0.105
18149674,Queens,11412,8/17/18,8/20/18,5,0.109
18149467,Queens,11413,8/16/18,8/20/18,0,0.034
18149550,Staten Island,10305,8/17/18,8/20/18,0,0.041
18149670,Brooklyn,11230,8/14/18,8/16/18,6,0.066
18149470,Queens,11354,8/14/18,8/16/18,3,0.121
18149683,Staten Island,10309,8/12/18,8/15/18,0,0.052
18149713,Staten Island,10304,8/1/18,8/15/18,0,0.092
18149811,Brooklyn,11218,8/4/18,8/13/18,4,0.095
18149788,Queens,11427,8/10/18,8/13/18,2,0.116
18149632,Bronx,10464,8/8/18,8/10/18,2,0.146
18149838,Queens,11368,8/3/18,8/10/18,2,0.022
18149572,Staten Island,10314,8/9/18,8/10/18,3,0.141
18149546,Queens,11378,8/4/18,8/7/18,1,0.483
18150658,Brooklyn,11211,7/31/18,8/7/18,11,0.041
18149528,Staten Island,10314,7/24/18,8/7/18,1,0.106
18149711,Brooklyn,11209,7/29/18,8/3/18,28,0.214
18149702,Staten Island,10306,8/1/18,8/3/18,0,0.087
18149440,Bronx,10463,7/30/18,8/2/18,1,0.099
18149736,Staten Island,10306,7/28/18,7/31/18,8,0.19
18149588,Brooklyn,11216,7/29/18,7/31/18,4,0.299
18149531,Staten Island,10309,7/28/18,7/31/18,0,0.073
18149828,Brooklyn,11212,7/25/18,7/30/18,3,0.154
18149836,Staten Island,10314,7/23/18,7/26/18,2,0.097
18149461,Staten Island,10309,7/24/18,7/26/18,3,0.084
18149837,Queens,11375,7/24/18,7/26/18,4,0.158
18149422,Staten Island,10306,7/22/18,7/25/18,4,0.055
18149619,Queens,11434,7/21/18,7/24/18,11,0.306
18149760,Staten Island,10314,7/11/18,7/24/18,4,0.137
18149673,Brooklyn,11214,7/20/18,7/24/18,6,0.124
18149652,Staten Island,10312,7/19/18,7/24/18,0,0.083
18149832,Bronx,10463,7/18/18,7/24/18,2,0.094
18149610,Brooklyn,11226,7/16/18,7/24/18,9,0.133
18149731,Brooklyn,11204,7/9/18,7/20/18,0,0.128
18149566,Brooklyn,11214,7/16/18,7/20/18,2,0.095
18149779,Brooklyn,11230,7/17/18,7/20/18,4,0.06
18149633,Staten Island,10304,7/18/18,7/20/18,57,0.235
18149362,Bronx,10457,7/18/18,7/20/18,0,0.089
18149565,Brooklyn,11226,7/14/18,7/18/18,5,0.235
18250568,Bronx,10461,7/11/18,7/17/18,49,0.158
18149385,Queens,11358,7/17/18,7/17/18,7,0.086
18149562,Staten Island,10312,7/15/18,7/17/18,1,0.084
18149359,Queens,11432,7/9/18,7/16/18,0,0.081
18149412,Queens,11369,7/13/18,7/16/18,4,0.116
18149581,Staten Island,10309,7/12/18,7/16/18,1,0.087
18149613,Queens,11358,7/9/18,7/16/18,3,0.11
18149517,Brooklyn,11208,7/3/18,7/16/18,4,0.165
18150586,Queens,11377,7/12/18,7/16/18,2,0.085
18149878,Brooklyn,11230,7/10/18,7/13/18,5,0.077
18149414,Staten Island,10309,7/6/18,7/12/18,5,0.081
18149684,Brooklyn,11210,7/10/18,7/11/18,4,0.293
18149434,Staten Island,10309,7/10/18,7/11/18,1,0.067
18149646,Staten Island,10306,7/7/18,7/10/18,0,0.169
18149855,Staten Island,10306,7/9/18,7/10/18,0,0.067
18149639,Brooklyn,11222,7/9/18,7/10/18,2,0.151
18149663,Staten Island,10312,6/29/18,7/10/18,24,0.029
18149404,Queens,11385,7/6/18,7/10/18,5,0.123
18149548,Queens,11358,7/8/18,7/10/18,3,0.213
18149536,Brooklyn,11219,7/8/18,7/10/18,2,0.093
18149380,Queens,11417,7/7/18,7/10/18,5,0.102
18149538,Queens,11379,7/7/18,7/10/18,7,0.267
18149792,Staten Island,10308,7/7/18,7/9/18,0,0.109
18149691,Brooklyn,11217,7/3/18,7/9/18,0,0.108
18149454,Queens,11421,7/5/18,7/9/18,204,0.399
18149609,Brooklyn,11228,7/6/18,7/9/18,1,0.155
18149755,Staten Island,10309,7/6/18,7/9/18,0,0.044
18149399,Queens,11358,7/7/18,7/9/18,5,0.112
18149403,Staten Island,10304,7/3/18,7/9/18,18,0.048
18149481,Queens,11358,7/5/18,7/9/18,2,0.189
18149827,Staten Island,10314,7/3/18,7/9/18,0,0.158
18149542,Staten Island,10305,7/6/18,7/9/18,0,0.115
18149489,Queens,11432,7/1/18,7/9/18,2,0.149
18149809,Queens,11106,7/5/18,7/6/18,4,0.092
18149487,Queens,11361,7/1/18,7/6/18,7,0.128
18149571,Brooklyn,11230,7/4/18,7/6/18,2,0.153
18149800,Staten Island,10309,7/3/18,7/6/18,0,0.022
18149410,Queens,11358,7/2/18,7/6/18,8,0.209
18149400,Queens,11358,7/4/18,7/6/18,2,0.11
18149575,Staten Island,10314,6/30/18,7/5/18,0,0.135
18149496,Queens,11361,7/2/18,7/5/18,2,0.102
18149478,Brooklyn,11230,7/1/18,7/5/18,15,0.159
18149502,Brooklyn,11210,7/2/18,7/5/18,7,0.153
18149677,Queens,11361,7/1/18,7/5/18,2,0.306
18149675,Queens,11372,6/30/18,7/3/18,6,0.068
