KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
15123430,BAYSIDE,11361,6/15/15,6/16/15,2,0.05
15123240,SAINT ALBANS,11412,6/15/15,6/17/15,2,0.13
15123492,BAYSIDE,11361,6/15/15,6/18/15,1,0.185
15123279,BROOKLYN,11234,6/15/15,6/19/15,3,0.003
15123263,BROOKLYN,11234,6/16/15,6/19/15,0,0.207
15123387,STATEN ISLAND,10306,6/16/15,6/23/15,0,0.062
15123386,STATEN ISLAND,10314,6/16/15,6/23/15,0,0.279
15123451,FOREST HILLS,11375,6/16/15,6/19/15,7,0.157
15123415,STATEN ISLAND,10312,6/17/15,6/22/15,0,0.035
15123428,BROOKLYN,11215,6/17/15,6/30/15,35,0.152
15123474,BROOKLYN,11230,6/17/15,6/19/15,9,0.147
15123337,BROOKLYN,11210,6/18/15,6/23/15,5,0.115
15123235,SAINT ALBANS,11412,6/18/15,6/23/15,0,0.04
15123370,STATEN ISLAND,10314,6/19/15,6/25/15,46,0.092
15123401,STATEN ISLAND,10305,6/19/15,6/24/15,0,0.083
15123268,SOUTH RICHMOND HILL,11419,6/19/15,6/25/15,3,0.11
15123482,WOODHAVEN,11421,6/19/15,6/23/15,9,0.175
15123324,FAR ROCKAWAY,11691,6/20/15,6/26/15,0,0.042
15123404,RIDGEWOOD,11385,6/20/15,6/30/15,12,0.135
15123450,FLUSHING,11358,6/20/15,6/23/15,2,0.12
15123497,BROOKLYN,11220,6/22/15,6/26/15,1,0.153
15123332,BROOKLYN,11234,6/22/15,6/29/15,6,0.153
15123330,RIDGEWOOD,11385,6/22/15,6/26/15,6,0.067
15123310,FLUSHING,11354,6/22/15,6/29/15,3,0.15
15123290,BAYSIDE,11361,6/22/15,6/25/15,3,0.21
15123367,STATEN ISLAND,10314,6/22/15,6/26/15,0,0.142
15123452,FLUSHING,11358,6/23/15,6/30/15,5,0.121
15123448,BROOKLYN,11234,6/23/15,6/29/15,13,0.125
15123411,STATEN ISLAND,10306,6/23/15,6/26/15,10,0.115
15123505,BROOKLYN,11221,6/23/15,7/1/15,8,0.157
15123258,BRONX,10470,6/24/15,6/29/15,5,0.115
15123541,Brooklyn,11209,6/25/15,6/29/15,0,0.023
15123391,STATEN ISLAND,10304,6/25/15,6/30/15,0,0.08
15123272,BROOKLYN,11205,6/25/15,6/30/15,2,0.208
15123484,FLUSHING,11358,6/25/15,6/30/15,2,0.245
15123232,CAMBRIA HEIGHTS,11411,6/25/15,6/30/15,6,0.166
15123508,ASTORIA,11106,6/26/15,6/30/15,6,0.124
15123470,BRONX,10463,6/26/15,7/2/15,1,0.122
15123301,BAYSIDE,11361,6/26/15,6/30/15,4,0.092
15123509,OZONE PARK,11416,6/26/15,6/30/15,2,0.151
15123425,SAINT ALBANS,11412,6/27/15,7/2/15,2,0.091
15123478,FLUSHING,11358,6/28/15,7/8/15,4,0.137
15123307,FLUSHING,11358,6/30/15,7/2/15,7,0.093
15123228,KEW GARDENS,11415,6/30/15,7/2/15,1,0.104
15123477,FAR ROCKAWAY,11693,7/1/15,7/2/15,0,0.253
15123338,BROOKLYN,11224,7/1/15,7/7/15,0,0.062
15123483,MIDDLE VILLAGE,11379,7/2/15,7/8/15,7,0.121
15123378,STATEN ISLAND,10306,7/2/15,7/8/15,3,0.109
15123498,BROOKLYN,11210,7/5/15,7/10/15,2,0.348
15123239,KEW GARDENS,11415,7/6/15,7/10/15,110,0.183
15123421,STATEN ISLAND,10308,7/9/15,7/14/15,1,0.136
15123507,BROOKLYN,11228,7/9/15,7/16/15,15,0.105
15123480,SPRINGFIELD GARDENS,11413,7/14/15,7/23/15,0,0.106
15123252,BROOKLYN,11224,7/15/15,7/21/15,0,0.109
15123442,BRONX,10471,7/16/15,7/27/15,13,0.285
15123318,STATEN ISLAND,10304,7/17/15,7/21/15,7,0.112
15123322,RIDGEWOOD,11385,7/31/15,8/4/15,3,0.051
15123277,FLORAL PARK,11001,8/1/15,8/4/15,4,0.152
151417,STATEN ISLAND,10312,8/8/15,8/18/15,0,0.06
151430,STATEN ISLAND,10301,8/8/15,8/13/15,0,0.038
15123551,LITTLE NECK,11362,8/8/15,8/13/15,3,0.182
151394,STATEN ISLAND,10309,8/9/15,8/14/15,2,0.08
15123286,FOREST HILLS,11375,8/9/15,8/21/15,2,0.113
151421,STATEN ISLAND,10309,8/9/15,8/18/15,68,0.09
151407,STATEN ISLAND,10303,8/10/15,8/13/15,0,0.127
151424,STATEN ISLAND,10309,8/10/15,8/13/15,2,0.086
151438,STATEN ISLAND,10309,8/10/15,8/12/15,0,0.058
151378,STATEN ISLAND,10309,8/10/15,8/17/15,0,0.052
151422,STATEN ISLAND,10309,8/10/15,8/14/15,0,0.101
151372,STATEN ISLAND,10309,8/10/15,8/14/15,0,0.116
151426,STATEN ISLAND,10314,8/10/15,8/13/15,12,0.083
151416,STATEN ISLAND,10309,8/10/15,8/14/15,2,0.051
15123550,STATEN ISLAND,10308,8/10/15,8/14/15,5,0.101
151365,STATEN ISLAND,10309,8/10/15,8/17/15,0,0.101
151398,STATEN ISLAND,10306,8/10/15,8/13/15,45,0.061
151447,BROOKLYN,11224,8/11/15,8/14/15,0,0.019
151402,STATEN ISLAND,10312,8/11/15,8/17/15,0,0.089
151391,STATEN ISLAND,10305,8/11/15,8/18/15,0,0.092
151376,STATEN ISLAND,10309,8/11/15,8/17/15,5,0.105
151387,STATEN ISLAND,10308,8/11/15,8/14/15,0,0.067
151380,STATEN ISLAND,10309,8/11/15,8/17/15,0,0.124
151371,STATEN ISLAND,10312,8/11/15,8/13/15,6,0.071
151441,STATEN ISLAND,10312,8/11/15,8/17/15,0,0.065
151427,STATEN ISLAND,10306,8/11/15,8/14/15,0,0.158
151396,STATEN ISLAND,10312,8/11/15,8/17/15,2,0.113
151390,STATEN ISLAND,10306,8/11/15,8/14/15,2,0.097
151419,FAR ROCKAWAY,11691,8/11/15,8/14/15,0,0.072
151367,STATEN ISLAND,10308,8/12/15,8/19/15,2,0.078
151436,STATEN ISLAND,10314,8/12/15,8/18/15,0,0.116
151373,STATEN ISLAND,10306,8/12/15,8/17/15,2,0.13
151418,Brooklyn,11224,8/12/15,8/17/15,0,0.155
151413,STATEN ISLAND,10312,8/12/15,8/14/15,0,0.073
151414,STATEN ISLAND,10312,8/12/15,8/18/15,14,0.066
151384,BROOKLYN,11212,8/12/15,8/18/15,1,0.16
151388,STATEN ISLAND,10309,8/12/15,8/18/15,0,0.067
151369,STATEN ISLAND,10306,8/12/15,8/17/15,7,0.122
15123384,STATEN ISLAND,10309,8/12/15,8/18/15,6,0.095
151400,STATEN ISLAND,10309,8/13/15,8/18/15,0,0.083
151389,STATEN ISLAND,10308,8/13/15,8/17/15,0,0.088
151405,STATEN ISLAND,10312,8/13/15,8/18/15,1,0.118
151382,STATEN ISLAND,10306,8/13/15,8/18/15,14,0.158
151368,STATEN ISLAND,10306,8/13/15,8/17/15,0,0.098
151443,STATEN ISLAND,10314,8/13/15,8/19/15,69,0.152
15123390,STATEN ISLAND,10305,8/13/15,8/19/15,0,0.158
151437,STATEN ISLAND,10309,8/14/15,8/18/15,0,0.097
151385,BROOKLYN,11212,8/14/15,8/18/15,0,0.145
151428,STATEN ISLAND,10312,8/14/15,8/18/15,4,0.103
151399,STATEN ISLAND,10306,8/14/15,8/20/15,0,0.121
15123489,BROOKLYN,11209,8/15/15,8/18/15,5,0.172
151381,STATEN ISLAND,10309,8/15/15,8/19/15,0,0.179
151379,STATEN ISLAND,10309,8/15/15,8/18/15,0,0.061
151409,STATEN ISLAND,10308,8/15/15,8/19/15,0,0.142
151377,STATEN ISLAND,10308,8/15/15,8/19/15,15,0.148
151429,STATEN ISLAND,10314,8/16/15,8/24/15,0,0.093
151395,STATEN ISLAND,10309,8/17/15,8/21/15,0,0.065
15123382,STATEN ISLAND,10314,8/18/15,8/24/15,6,0.115
151410,STATEN ISLAND,10312,8/18/15,8/21/15,4,0.077
151435,STATEN ISLAND,10308,8/19/15,8/24/15,0,0.116
151434,STATEN ISLAND,10308,8/20/15,8/31/15,0,0.072
151415,STATEN ISLAND,10309,8/24/15,8/27/15,0,0.078
151374,STATEN ISLAND,10308,8/26/15,8/31/15,0,0.115
151401,Staten Island,10309,8/28/15,9/4/15,0,0.131
151411,STATEN ISLAND,10309,8/28/15,9/2/15,0,0.069
151383,BROOKLYN,11212,8/29/15,9/2/15,0,0.108
151431,STATEN ISLAND,10306,9/1/15,9/10/15,3,0.133
151442,STATEN ISLAND,10304,9/1/15,9/10/15,1,0.095
151386,STATEN ISLAND,10309,9/2/15,9/10/15,0,0.126
151420,SPRINGFIELD GARDENS,11413,9/3/15,9/11/15,0,0.05
151375,STATEN ISLAND,10306,9/6/15,9/15/15,0,0.081
151444,STATEN ISLAND,10305,9/8/15,9/11/15,2,0.257
151403,STATEN ISLAND,10306,9/8/15,9/15/15,0,0.178
151446,BROOKLYN,11212,9/8/15,9/14/15,0,0.112
151408,STATEN ISLAND,10306,9/20/15,9/29/15,1,0.2
151425,STATEN ISLAND,10306,9/20/15,9/25/15,0,0.187
151432,STATEN ISLAND,10305,9/21/15,9/28/15,0,0.126
151423,STATEN ISLAND,10309,9/21/15,9/23/15,0,0.057
151412,STATEN ISLAND,10312,9/24/15,9/29/15,64,0.127
15123486,SPRINGFIELD GARDENS,11413,9/27/15,10/1/15,6,0.089
151397,STATEN ISLAND,10309,9/28/15,9/30/15,0,0.145
16129576,STATEN ISLAND,10301,6/4/16,6/9/16,0,0.032
16129347,BROOKLYN,11212,6/4/16,6/9/16,1,0.166
16129542,STATEN ISLAND,10306,6/4/16,6/13/16,1,0.055
16129627,BROOKLYN,11220,6/5/16,6/9/16,4,0.084
16129530,STATEN ISLAND,10308,6/5/16,6/9/16,0,0.077
16129624,JAMAICA,11432,6/5/16,6/9/16,2,0.075
16129822,BROOKLYN,11232,6/5/16,6/10/16,5,0.089
16129803,STATEN ISLAND,10314,6/5/16,6/9/16,0,0.158
16129432,BROOKLYN,11230,6/5/16,6/9/16,1,0.173
16129354,STATEN ISLAND,10314,6/5/16,6/9/16,0,0.108
16129612,BROOKLYN,11226,6/5/16,6/9/16,4,0.174
16129393,STATEN ISLAND,10314,6/5/16,6/9/16,0,0.124
16129662,RIDGEWOOD,11385,6/5/16,6/9/16,2,0.111
16129388,STATEN ISLAND,10307,6/5/16,6/9/16,5,0.096
16129672,RIDGEWOOD,11385,6/5/16,6/9/16,7,0.206
16129489,BROOKLYN,11204,6/5/16,6/9/16,7,0.125
16129389,STATEN ISLAND,10304,6/5/16,6/9/16,14,0.138
16129291,BROOKLYN,11234,6/5/16,6/9/16,2,0.003
16129555,STATEN ISLAND,10308,6/5/16,6/9/16,0,0.105
16129720,STATEN ISLAND,10314,6/5/16,6/10/16,0,0.129
16129376,STATEN ISLAND,10308,6/5/16,6/9/16,0,0.16
16129605,RICHMOND HILL,11418,6/5/16,6/13/16,16,0.217
16129768,STATEN ISLAND,10306,6/5/16,6/9/16,2,0.111
16129400,STATEN ISLAND,10305,6/5/16,6/9/16,0,0.11
16129697,MIDDLE VILLAGE,11379,6/5/16,6/9/16,5,0.121
16129485,MIDDLE VILLAGE,11379,6/5/16,6/9/16,8,0.148
16129288,STATEN ISLAND,10301,6/6/16,6/9/16,7,0.121
16129338,FAR ROCKAWAY,11691,6/6/16,6/9/16,0,0.226
16129276,SOUTH RICHMOND HILL,11419,6/6/16,6/9/16,5,0.137
16129307,RIDGEWOOD,11385,6/6/16,6/9/16,7,0.135
16129723,STATEN ISLAND,10312,6/6/16,6/9/16,29,0.168
16129236,FLUSHING,11354,6/6/16,6/9/16,10,0.115
16129336,FOREST HILLS,11375,6/6/16,6/9/16,3,0.056
16129366,STATEN ISLAND,10305,6/6/16,6/9/16,0,0.102
16129581,STATEN ISLAND,10308,6/6/16,6/9/16,1,0.106
16129782,STATEN ISLAND,10314,6/6/16,6/9/16,0,0.12
16129441,ASTORIA,11105,6/6/16,6/9/16,2,0.133
16129814,JAMAICA,11432,6/6/16,6/14/16,4,0.229
16129264,STATEN ISLAND,10307,6/6/16,6/9/16,0,0.159
16129345,STATEN ISLAND,10308,6/6/16,6/9/16,0,0.02
16129296,FLUSHING,11358,6/6/16,6/9/16,6,0.125
16129306,JAMAICA,11432,6/6/16,6/9/16,4,0.131
16129359,STATEN ISLAND,10308,6/6/16,6/9/16,0,0.102
16129650,BROOKLYN,11223,6/6/16,6/9/16,2,0.085
16129408,ASTORIA,11105,6/6/16,6/10/16,10,0.132
16129471,BROOKLYN,11234,6/6/16,6/10/16,7,0.162
16129261,HOWARD BEACH,11414,6/6/16,6/9/16,0,0.132
16129380,STATEN ISLAND,10306,6/6/16,6/9/16,0,0.16
16129613,BROOKLYN,11203,6/6/16,6/9/16,3,0.114
16129263,OZONE PARK,11417,6/6/16,6/9/16,2,0.124
16129465,BROOKLYN,11215,6/6/16,6/9/16,3,0.207
16129793,STATEN ISLAND,10312,6/6/16,6/9/16,4,0.105
16129279,RICHMOND HILL,11418,6/6/16,6/9/16,0,0.01
16129253,JAMAICA,11434,6/6/16,6/10/16,0,0.117
16129322,LITTLE NECK,11363,6/6/16,6/9/16,7,0.052
16129240,STATEN ISLAND,10308,6/6/16,6/9/16,0,0.131
16129526,BROOKLYN,11212,6/6/16,6/9/16,1,0.103
16129781,STATEN ISLAND,10314,6/6/16,6/9/16,3,0.105
16129658,BROOKLYN,11207,6/6/16,6/9/16,7,0.129
16129302,ELMHURST,11373,6/6/16,6/10/16,6,0.146
16129519,STATEN ISLAND,10308,6/6/16,6/9/16,0,0.075
16129514,STATEN ISLAND,10309,6/6/16,6/9/16,0,0.045
16129809,BROOKLYN,11210,6/6/16,6/9/16,5,0.094
16129368,STATEN ISLAND,10314,6/6/16,6/9/16,0,0.067
16129273,BROOKLYN,11234,6/6/16,6/9/16,12,0.129
16129402,STATEN ISLAND,10309,6/6/16,6/10/16,0,0.092
16129562,STATEN ISLAND,10309,6/6/16,6/9/16,21,0.083
16129270,LITTLE NECK,11363,6/6/16,6/9/16,0,0.16
16129757,STATEN ISLAND,10314,6/6/16,6/9/16,0,0.121
16129536,STATEN ISLAND,10301,6/6/16,6/13/16,0,0.183
16129670,BROOKLYN,11210,6/6/16,6/9/16,4,0.176
16129732,STATEN ISLAND,10309,6/7/16,6/9/16,0,0.094
16129756,STATEN ISLAND,10309,6/7/16,6/9/16,0,0.04
16129689,BROOKLYN,11231,6/7/16,6/16/16,5,0.217
16129305,MIDDLE VILLAGE,11379,6/7/16,6/9/16,7,0.125
16129259,JAMAICA,11432,6/7/16,6/9/16,7,0.162
16129420,FOREST HILLS,11375,6/7/16,6/14/16,2,0.152
16129717,BROOKLYN,11204,6/7/16,6/13/16,2,0.212
16129239,New York,10010,6/7/16,6/9/16,0,0.142
16129332,BROOKLYN,11224,6/7/16,6/10/16,0,0.146
16129295,BRONX,10464,6/7/16,6/10/16,4,0.206
16129481,WOODHAVEN,11421,6/7/16,6/9/16,10,0.199
16129543,STATEN ISLAND,10306,6/7/16,6/13/16,0,0.126
16129349,STATEN ISLAND,10308,6/7/16,6/10/16,0,0.14
16129406,STATEN ISLAND,10312,6/7/16,6/9/16,1,0.156
16129532,STATEN ISLAND,10308,6/7/16,6/9/16,0,0.108
16129274,ASTORIA,11102,6/7/16,6/9/16,8,0.094
16129431,BROOKLYN,11224,6/7/16,6/9/16,4,0.14
16129524,STATEN ISLAND,10306,6/7/16,6/9/16,3,0.152
16129629,BROOKLYN,11231,6/7/16,6/9/16,2,0.13
16129673,BROOKLYN,11228,6/7/16,6/9/16,4,0.144
16129734,BAYSIDE,11361,6/7/16,6/9/16,7,0.119
16129754,STATEN ISLAND,10303,6/7/16,6/9/16,0,0.143
16129243,BRONX,10457,6/7/16,6/9/16,0,0.105
16129352,STATEN ISLAND,10312,6/7/16,6/9/16,0,0.117
16129459,FOREST HILLS,11375,6/7/16,6/9/16,5,0.116
16129367,STATEN ISLAND,10303,6/7/16,6/9/16,3,0.116
16129277,BRONX,10461,6/7/16,6/9/16,4,0.118
16129563,STATEN ISLAND,10312,6/7/16,6/14/16,0,0.089
16129746,STATEN ISLAND,10307,6/7/16,6/9/16,0,0.085
16129241,STATEN ISLAND,10306,6/7/16,6/9/16,0,0.049
16129574,STATEN ISLAND,10312,6/7/16,6/9/16,4,0.134
16129821,FOREST HILLS,11375,6/7/16,6/9/16,7,0.15
16129257,SAINT ALBANS,11412,6/7/16,6/9/16,1,0.169
16129651,BROOKLYN,11223,6/7/16,6/9/16,21,0.078
16129244,BROOKLYN,11230,6/7/16,6/9/16,10,0.224
16129324,JAMAICA,11432,6/7/16,6/9/16,0,0.051
16129399,BAYSIDE,11360,6/7/16,6/9/16,0,0.144
16129547,STATEN ISLAND,10312,6/7/16,6/9/16,0,0.134
16129664,STATEN ISLAND,10301,6/7/16,6/9/16,6,0.152
16129237,BROOKLYN,11215,6/7/16,6/9/16,5,0.13
16129287,BROOKLYN,11228,6/7/16,6/9/16,17,0.141
16129667,BAYSIDE,11361,6/7/16,6/9/16,0,0.144
16129726,STATEN ISLAND,10309,6/7/16,6/13/16,0,0.127
16129797,BROOKLYN,11218,6/7/16,6/9/16,2,0.124
16129724,BROOKLYN,11212,6/7/16,6/10/16,0,0.056
16129561,STATEN ISLAND,10309,6/7/16,6/9/16,3,0.123
16129565,FAR ROCKAWAY,11691,6/7/16,6/9/16,0,0.157
16129641,BROOKLYN,11231,6/7/16,6/9/16,4,0.153
16129751,STATEN ISLAND,10312,6/7/16,6/9/16,0,0.066
16129572,STATEN ISLAND,10314,6/7/16,6/9/16,0,0.037
16129800,BROOKLYN,11229,6/7/16,6/9/16,4,0.16
16129286,WOODSIDE,11377,6/7/16,6/13/16,5,0.333
16129266,SOUTH RICHMOND HILL,11419,6/8/16,6/14/16,0,0.097
16129383,STATEN ISLAND,10314,6/8/16,6/10/16,1,0.118
16129328,MASPETH,11378,6/8/16,6/13/16,11,0.093
16129570,STATEN ISLAND,10309,6/8/16,6/13/16,1,0.097
16129308,MASPETH,11378,6/8/16,6/13/16,7,0.094
16129251,STATEN ISLAND,10303,6/8/16,6/10/16,4,0.123
16129731,STATEN ISLAND,10314,6/8/16,6/10/16,38,0.185
16129362,STATEN ISLAND,10312,6/8/16,6/13/16,0,0.12
16129598,NEW YORK,10018,6/8/16,6/9/16,5,0.196
16129708,BROOKLYN,11216,6/8/16,6/10/16,34,0.123
16129806,FLUSHING,11358,6/8/16,6/9/16,3,0.238
16129271,BRONX,10457,6/8/16,6/9/16,2,0.032
16129467,STATEN ISLAND,10308,6/8/16,6/13/16,2,0.142
16129488,STATEN ISLAND,10306,6/8/16,6/13/16,0,0.113
16129663,JACKSON HEIGHTS,11372,6/8/16,6/10/16,8,0.154
16129340,FLUSHING,11354,6/8/16,6/9/16,4,0.075
16129472,STATEN ISLAND,10310,6/8/16,6/13/16,5,0.154
16129267,BROOKLYN,11212,6/8/16,6/10/16,2,0.111
16129425,BROOKLYN,11215,6/8/16,6/13/16,58,0.15
16129550,STATEN ISLAND,10312,6/8/16,6/14/16,2,0.195
16129265,Queens,11435,6/8/16,6/9/16,3,0.137
16129634,MIDDLE VILLAGE,11379,6/8/16,6/9/16,4,0.066
16129460,BROOKLYN,11229,6/8/16,6/9/16,10,0.107
16129283,FLUSHING,11354,6/8/16,6/9/16,9,0.125
16129445,BROOKLYN,11234,6/8/16,6/14/16,13,0.018
16129312,STATEN ISLAND,10312,6/8/16,6/10/16,3,0.124
16129518,STATEN ISLAND,10309,6/8/16,6/9/16,6,0.09
16129382,STATEN ISLAND,10314,6/8/16,6/10/16,0,0.076
16129820,BRONX,10463,6/8/16,6/13/16,5,0.139
16129419,STATEN ISLAND,10309,6/8/16,6/10/16,2,0.186
16129434,BROOKLYN,11215,6/8/16,6/13/16,5,0.165
16129360,STATEN ISLAND,10306,6/8/16,6/9/16,0,0.101
16129573,STATEN ISLAND,10306,6/8/16,6/9/16,2,0.236
16129588,STATEN ISLAND,10314,6/8/16,6/13/16,146,0.203
16129785,STATEN ISLAND,10308,6/8/16,6/14/16,0,0.155
16129511,BROOKLYN,11228,6/8/16,6/14/16,2,0.056
16129683,BROOKLYN,11221,6/8/16,6/13/16,0,0.194
16129435,STATEN ISLAND,10309,6/9/16,6/10/16,0,0.102
16129552,STATEN ISLAND,10303,6/9/16,6/10/16,0,0.09
16129351,STATEN ISLAND,10306,6/9/16,6/10/16,2,0.129
16129371,STATEN ISLAND,10312,6/9/16,6/13/16,0,0.13
16129737,STATEN ISLAND,10306,6/9/16,6/13/16,0,0.129
16129819,BROOKLYN,11234,6/9/16,6/13/16,3,0.129
16129294,BROOKLYN,11204,6/9/16,6/13/16,5,0.134
16129262,SOUTH OZONE PARK,11420,6/9/16,6/13/16,0,0.141
16129317,FLUSHING,11354,6/9/16,6/13/16,2,0.119
16129454,WOODSIDE,11377,6/9/16,6/14/16,4,0.104
16129568,STATEN ISLAND,10309,6/9/16,6/13/16,0,0.128
16129385,STATEN ISLAND,10309,6/9/16,6/13/16,0,0.081
16129556,STATEN ISLAND,10312,6/9/16,6/14/16,2,0.117
16129363,STATEN ISLAND,10308,6/9/16,6/13/16,0,0.114
16129238,BAYSIDE,11361,6/9/16,6/10/16,1,0.074
16129258,KEW GARDENS,11415,6/9/16,6/13/16,1,0.165
16129497,BROOKLYN,11210,6/9/16,6/13/16,4,0.096
16129334,BROOKLYN,11223,6/9/16,6/13/16,5,0.137
16129690,BROOKLYN,11226,6/9/16,6/13/16,5,0.189
16129463,BROOKLYN,11217,6/9/16,6/13/16,0,0.029
16129246,STATEN ISLAND,10314,6/9/16,6/13/16,0,0.064
16129247,JAMAICA,11433,6/9/16,6/10/16,0,0.163
16129375,STATEN ISLAND,10312,6/9/16,6/10/16,0,0.104
16129538,STATEN ISLAND,10309,6/9/16,6/13/16,2,0.126
16129350,STATEN ISLAND,10306,6/9/16,6/13/16,2,0.092
16129531,STATEN ISLAND,10309,6/9/16,6/10/16,0,0.102
16129778,STATEN ISLAND,10312,6/9/16,6/16/16,0,0.14
16129381,STATEN ISLAND,10309,6/9/16,6/13/16,0,0.16
16129242,BROOKLYN,11224,6/9/16,6/13/16,0,0.073
16129413,HOWARD BEACH,11414,6/9/16,6/13/16,0,0.143
16129491,BAYSIDE,11361,6/9/16,6/13/16,2,0.401
16129649,BROOKLYN,11211,6/9/16,6/13/16,5,0.096
16129401,STATEN ISLAND,10305,6/9/16,6/13/16,0,0.142
16129358,STATEN ISLAND,10304,6/10/16,6/13/16,2,0.157
16129495,BROOKLYN,11225,6/10/16,6/15/16,51,0.216
16129248,KEW GARDENS,11415,6/10/16,6/13/16,0,0.055
16129583,STATEN ISLAND,10309,6/10/16,6/16/16,0,0.08
16129292,BRONX,10464,6/10/16,6/13/16,6,0.167
16129254,BRONX,10457,6/10/16,6/13/16,0,0.037
16129776,STATEN ISLAND,10312,6/10/16,6/13/16,44,0.113
16129787,STATEN ISLAND,10308,6/10/16,6/13/16,0,0.106
16129813,BROOKLYN,11234,6/10/16,6/13/16,4,0.153
16129392,STATEN ISLAND,10314,6/10/16,6/13/16,0,0.058
16129559,STATEN ISLAND,10312,6/10/16,6/13/16,0,0.129
16129417,STATEN ISLAND,10308,6/10/16,6/13/16,0,0.081
16129379,STATEN ISLAND,10306,6/10/16,6/13/16,2,0.112
16129811,STATEN ISLAND,10312,6/10/16,6/13/16,0,0.132
16129355,STATEN ISLAND,10309,6/10/16,6/13/16,0,0.102
16129374,STATEN ISLAND,10309,6/10/16,6/13/16,0,0.097
16129416,STATEN ISLAND,10309,6/10/16,6/13/16,0,0.04
16129635,OZONE PARK,11417,6/10/16,6/13/16,3,0.135
16129801,FOREST HILLS,11375,6/10/16,6/13/16,5,0.134
16129804,BROOKLYN,11217,6/10/16,6/15/16,1,0.167
16129586,STATEN ISLAND,10312,6/10/16,6/13/16,0,0.073
16129772,STATEN ISLAND,10309,6/10/16,6/13/16,0,0.061
16129343,BROOKLYN,11224,6/10/16,6/13/16,0,0.041
16129496,BROOKLYN,11220,6/10/16,6/13/16,0,0.145
16129458,STATEN ISLAND,10305,6/10/16,6/14/16,19,0.106
16129252,SAINT ALBANS,11412,6/11/16,6/13/16,0,0.074
16129356,STATEN ISLAND,10312,6/11/16,6/13/16,0,0.143
16129815,BROOKLYN,11236,6/11/16,6/13/16,0,0.151
16129507,BROOKLYN,11228,6/11/16,6/16/16,12,0.108
16129448,FLUSHING,11358,6/11/16,6/13/16,4,0.149
16129766,BROOKLYN,11224,6/11/16,6/13/16,0,0.151
16129694,BROOKLYN,11205,6/11/16,6/13/16,6,0.121
16129348,STATEN ISLAND,10309,6/11/16,6/13/16,0,0.093
16129748,STATEN ISLAND,10314,6/11/16,6/14/16,0,0.136
16129447,STATEN ISLAND,10308,6/11/16,6/14/16,0,0.149
16129680,WOODSIDE,11377,6/11/16,6/14/16,2,0.116
16129695,MIDDLE VILLAGE,11379,6/11/16,6/15/16,11,0.186
16129739,BAYSIDE,11361,6/11/16,6/17/16,4,0.182
16129727,STATEN ISLAND,10314,6/11/16,6/14/16,1,0.107
16129812,STATEN ISLAND,10309,6/11/16,6/14/16,18,0.386
16129316,FLUSHING,11358,6/11/16,6/13/16,3,0.091
16129344,WHITESTONE,11357,6/11/16,6/15/16,14,0.158
16129608,BROOKLYN,11229,6/12/16,6/15/16,2,0.111
16129808,BRONX,10471,6/12/16,6/17/16,2,0.116
16129502,JAMAICA,11432,6/12/16,6/16/16,2,0.121
16129774,STATEN ISLAND,10306,6/12/16,6/14/16,0,0.06
16129510,BROOKLYN,11214,6/12/16,6/16/16,2,0.141
16129693,KEW GARDENS,11415,6/12/16,6/20/16,3,0.109
16129329,RIDGEWOOD,11385,6/12/16,6/15/16,6,0.103
16129790,BRONX,10471,6/12/16,6/16/16,0,0.111
16129660,ELMHURST,11373,6/12/16,6/13/16,12,0.165
16129407,STATEN ISLAND,10312,6/12/16,6/14/16,19,0.12
16129361,STATEN ISLAND,10306,6/12/16,6/15/16,0,0.131
16129762,SPRINGFIELD GARDENS,11413,6/12/16,6/16/16,0,0.073
16129327,FLUSHING,11358,6/12/16,6/17/16,4,0.198
16129564,Brooklyn,11224,6/12/16,6/15/16,0,0.231
16129325,RIDGEWOOD,11385,6/12/16,6/15/16,11,0.172
16129452,BRONX,10464,6/13/16,6/16/16,6,0.314
16129404,STATEN ISLAND,10303,6/13/16,6/20/16,16,0.339
16129319,FLUSHING,11354,6/13/16,6/16/16,3,0.157
16129337,BROOKLYN,11234,6/13/16,6/15/16,7,0.128
16129395,MIDDLE VILLAGE,11379,6/13/16,6/15/16,9,0.195
16129250,JAMAICA,11433,6/13/16,6/14/16,0,0.109
16129710,REGO PARK,11374,6/13/16,6/17/16,7,0.125
16129464,STATEN ISLAND,10310,6/13/16,6/14/16,1,0.142
16129700,BAYSIDE,11361,6/13/16,6/15/16,6,0.107
16129640,BROOKLYN,11217,6/13/16,6/16/16,18,0.189
16129410,STATEN ISLAND,10306,6/13/16,6/15/16,0,0.135
16129318,FLUSHING,11358,6/13/16,6/15/16,1,0.139
16129539,STATEN ISLAND,10309,6/13/16,6/16/16,0,0.14
16129610,WOODSIDE,11377,6/14/16,6/23/16,5,0.214
16129521,STATEN ISLAND,10309,6/14/16,6/15/16,0,0.085
16129442,OZONE PARK,11417,6/14/16,6/15/16,2,0.152
16129480,SAINT ALBANS,11412,6/14/16,6/17/16,1,0.196
16129469,BRONX,10463,6/14/16,6/23/16,0,0.085
16129477,FLUSHING,11358,6/14/16,6/20/16,5,0.116
16129595,STATEN ISLAND,10312,6/14/16,6/16/16,0,0.044
16129676,OAKLAND GARDENS,11364,6/14/16,6/16/16,3,0.117
